ENSG_id	LFC	gene_symbol
ENSG00000172059	0.423992104	KLF11
ENSG00000169330	0.424038759	KIAA1024
ENSG00000167771	0.42412034	RCOR2
ENSG00000231259	0.424163471	AC125232.1
ENSG00000272405	0.424207276	RP11-284F21.10
ENSG00000263072	0.424338104	RP11-473M20.14
ENSG00000099381	0.424372176	SETD1A
ENSG00000156958	0.424372749	GALK2
ENSG00000166548	0.42438691	TK2
ENSG00000133997	0.424478141	MED6
ENSG00000119943	0.424758916	PYROXD2
ENSG00000260585	0.424852191	RP13-192B19.2
ENSG00000147133	0.425086345	TAF1
ENSG00000185436	0.425130991	IFNLR1
ENSG00000153898	0.425347984	MCOLN2
ENSG00000179454	0.425582685	KLHL28
ENSG00000154035	0.425603228	C17orf103
ENSG00000172728	0.425844977	FUT10
ENSG00000247828	0.425860601	TMEM161B-AS1
ENSG00000166619	0.425966425	BLCAP
ENSG00000168813	0.426057815	ZNF507
ENSG00000102401	0.426484676	ARMCX3
ENSG00000178935	0.426819265	ZNF552
ENSG00000160439	0.427001723	RDH13
ENSG00000172794	0.427020706	RAB37
ENSG00000143622	0.42703293	RIT1
ENSG00000173273	0.427053373	TNKS
ENSG00000131149	0.42710446	GSE1
ENSG00000238178	0.427112146	RP11-431J24.2
ENSG00000196663	0.427129067	TECPR2
ENSG00000122335	0.4273267	SERAC1
ENSG00000050438	0.427362087	SLC4A8
ENSG00000270332	0.427415425	RP11-82L2.1
ENSG00000175893	0.427415546	ZDHHC21
ENSG00000129493	0.427482955	HEATR5A
ENSG00000198682	0.427667136	PAPSS2
ENSG00000240950	0.428146382	RP11-372E1.1
ENSG00000161714	0.428151715	PLCD3
ENSG00000119720	0.428181863	NRDE2
ENSG00000229954	0.428556276	MTND2P2
ENSG00000166135	0.428786722	HIF1AN
ENSG00000116095	0.428805326	PLEKHA3
ENSG00000157985	0.429128796	AGAP1
ENSG00000205213	0.429376287	LGR4
ENSG00000135677	0.429408188	GNS
ENSG00000125650	0.429461253	PSPN
ENSG00000186260	0.429658383	MKL2
ENSG00000175066	0.429730955	GK5
ENSG00000226435	0.4298135	ANKRD18DP
ENSG00000254876	0.429825465	RP11-23J9.5
ENSG00000182359	0.429828443	KBTBD3
ENSG00000239605	0.429881713	C2orf61
ENSG00000146530	0.429981154	VWDE
ENSG00000148200	0.430019507	NR6A1
ENSG00000248049	0.430302817	UBA6-AS1
ENSG00000197429	0.430355072	IPP
ENSG00000174928	0.430382226	C3orf33
ENSG00000075420	0.430408536	FNDC3B
ENSG00000131876	0.430694037	SNRPA1
ENSG00000166716	0.430706579	ZNF592
ENSG00000105613	0.43077295	MAST1
ENSG00000116266	0.430825861	STXBP3
ENSG00000182185	0.430953072	RAD51B
ENSG00000006607	0.431014749	FARP2
ENSG00000184677	0.431064335	ZBTB40
ENSG00000187735	0.431124401	TCEA1
ENSG00000159388	0.431159941	BTG2
ENSG00000173611	0.43116046	SCAI
ENSG00000117226	0.431223923	GBP3
ENSG00000180957	0.431312618	PITPNB
ENSG00000087299	0.43158813	L2HGDH
ENSG00000136010	0.431595241	ALDH1L2
ENSG00000215447	0.431985812	BX322557.10
ENSG00000146858	0.432112157	ZC3HAV1L
ENSG00000271912	0.432279704	RP11-661A12.14
ENSG00000188452	0.432407747	CERKL
ENSG00000261560	0.432453151	RP11-166B2.3
ENSG00000183688	0.432594918	FAM101B
ENSG00000151502	0.432617255	VPS26B
ENSG00000102524	0.432786797	TNFSF13B
ENSG00000214293	0.432837758	RSBN1L-AS1
ENSG00000114739	0.432851743	ACVR2B
ENSG00000077044	0.432868806	DGKD
ENSG00000185420	0.433023838	SMYD3
ENSG00000110583	0.433219212	NAA40
ENSG00000206530	0.433516576	WDR52
ENSG00000002746	0.433672149	HECW1
ENSG00000248124	0.433875465	RRN3P1
ENSG00000135956	0.434270222	TMEM127
ENSG00000234782	0.434589777	TPT1P9
ENSG00000112234	0.434627862	FBXL4
ENSG00000174886	0.434730045	NDUFA11
ENSG00000100982	0.434775175	PCIF1
ENSG00000181035	0.43486876	SLC25A42
ENSG00000108799	0.434893585	EZH1
ENSG00000198408	0.435178421	MGEA5
ENSG00000229808	0.435198144	RP11-456P18.2
ENSG00000159917	0.435261393	ZNF235
ENSG00000198862	0.435291462	LTN1
ENSG00000156671	0.435605596	SAMD8
ENSG00000241839	0.435719125	PLEKHO2
ENSG00000237188	0.436175546	RP11-337C18.8
ENSG00000011638	0.436221866	TMEM159
ENSG00000106789	0.43628943	CORO2A
ENSG00000225200	0.43642631	AB019441.29
ENSG00000104936	0.43654226	DMPK
ENSG00000117676	0.436645799	RPS6KA1
ENSG00000119915	0.436961343	ELOVL3
ENSG00000196428	0.436983463	TSC22D2
ENSG00000229152	0.436990153	ANKRD10-IT1
ENSG00000261662	0.437030658	RP5-1042I8.7
ENSG00000228409	0.437140269	CCT6P1
ENSG00000105464	0.437191396	GRIN2D
ENSG00000176142	0.437259173	TMEM39A
ENSG00000134324	0.437703057	LPIN1
ENSG00000158158	0.437852411	CNNM4
ENSG00000251615	0.437989988	RP11-774O3.3
ENSG00000123643	0.437999868	SLC36A1
ENSG00000032444	0.438076874	PNPLA6
ENSG00000166887	0.438102653	VPS39
ENSG00000222345	0.438244747	SNORD19
ENSG00000196405	0.438367014	EVL
ENSG00000016082	0.438528391	ISL1
ENSG00000064687	0.438577215	ABCA7
ENSG00000125170	0.438578429	DOK4
ENSG00000082014	0.439127038	SMARCD3
ENSG00000099999	0.439152249	RNF215
ENSG00000081386	0.439355773	ZNF510
ENSG00000090006	0.439528043	LTBP4
ENSG00000113108	0.43961738	APBB3
ENSG00000152492	0.439854373	CCDC50
ENSG00000107957	0.440060845	SH3PXD2A
ENSG00000255103	0.440413679	KIAA0754
ENSG00000117262	0.440497287	GPR89A
ENSG00000273284	0.440511392	RP11-888D10.4
ENSG00000244687	0.440607799	UBE2V1
ENSG00000083799	0.440767568	CYLD
ENSG00000160221	0.440814081	C21orf33
ENSG00000162520	0.440865925	SYNC
ENSG00000120451	0.440872763	SNX19
ENSG00000148356	0.44091712	LRSAM1
ENSG00000073614	0.440977756	KDM5A
ENSG00000230002	0.440993921	ALMS1-IT1
ENSG00000250462	0.441115977	LRRC37BP1
ENSG00000132128	0.441141997	LRRC41
ENSG00000197852	0.441176402	FAM212B
ENSG00000119632	0.441534767	IFI27L2
ENSG00000170396	0.441655559	ZNF804A
ENSG00000204764	0.44193919	RANBP17
ENSG00000161642	0.441939686	ZNF385A
ENSG00000139163	0.441949746	ETNK1
ENSG00000124357	0.442112863	NAGK
ENSG00000165895	0.442231316	ARHGAP42
ENSG00000127663	0.442454616	KDM4B
ENSG00000179151	0.442572234	EDC3
ENSG00000055917	0.442631863	PUM2
ENSG00000120049	0.442953986	KCNIP2
ENSG00000135148	0.443036974	TRAFD1
ENSG00000158711	0.443170382	ELK4
ENSG00000160209	0.443239498	PDXK
ENSG00000232187	0.443326176	FTH1P7
ENSG00000122515	0.443398227	ZMIZ2
ENSG00000055208	0.443607001	TAB2
ENSG00000157600	0.443700589	TMEM164
ENSG00000197535	0.443732209	MYO5A
ENSG00000087095	0.4438377	NLK
ENSG00000171160	0.444017676	MORN4
ENSG00000171680	0.444159065	PLEKHG5
ENSG00000100393	0.444265312	EP300
ENSG00000151117	0.44452291	TMEM86A
ENSG00000025796	0.445138932	SEC63
ENSG00000102580	0.44518546	DNAJC3
ENSG00000154529	0.445385139	CNTNAP3B
ENSG00000244462	0.445640724	RBM12
ENSG00000100836	0.446022527	PABPN1
ENSG00000148120	0.446361263	C9orf3
ENSG00000131069	0.44636442	ACSS2
ENSG00000141562	0.446386851	NARF
ENSG00000186594	0.446566565	MIR22HG
ENSG00000113594	0.446638106	LIFR
ENSG00000140479	0.446755273	PCSK6
ENSG00000125814	0.447056136	NAPB
ENSG00000149948	0.447255446	HMGA2
ENSG00000141012	0.447298961	GALNS
ENSG00000116128	0.447566039	BCL9
ENSG00000112659	0.447714957	CUL9
ENSG00000106086	0.447757414	PLEKHA8
ENSG00000136044	0.448008781	APPL2
ENSG00000174953	0.448412341	DHX36
ENSG00000213090	0.44856894	AC007256.5
ENSG00000120008	0.448650045	WDR11
ENSG00000173011	0.448832783	TADA2B
ENSG00000177548	0.448952225	RABEP2
ENSG00000196876	0.449027084	SCN8A
ENSG00000127311	0.449069241	HELB
ENSG00000005100	0.449079108	DHX33
ENSG00000260006	0.449098721	RP11-469M7.1
ENSG00000171408	0.449368669	PDE7B
ENSG00000118690	0.449486508	ARMC2
ENSG00000185278	0.449500897	ZBTB37
ENSG00000256525	0.449571224	POLG2
ENSG00000169242	0.449609326	EFNA1
ENSG00000086062	0.44962328	B4GALT1
ENSG00000268543	0.449672655	CTD-2619J13.16
ENSG00000179886	0.449776094	TIGD5
ENSG00000235726	0.449807414	AC010148.1
ENSG00000237438	0.449811175	CECR7
ENSG00000125124	0.449995874	BBS2
ENSG00000161542	0.450017462	PRPSAP1
ENSG00000119725	0.450359596	ZNF410
ENSG00000105514	0.450628099	RAB3D
ENSG00000213930	0.450657324	GALT
ENSG00000141258	0.451712367	SGSM2
ENSG00000160193	0.451836917	WDR4
ENSG00000197249	0.451848515	SERPINA1
ENSG00000164463	0.451890941	CREBRF
ENSG00000111145	0.451939918	ELK3
ENSG00000143674	0.451993235	MLK4
ENSG00000165801	0.452439608	ARHGEF40
ENSG00000124920	0.452524583	MYRF
ENSG00000089280	0.45253138	FUS
ENSG00000163625	0.452750826	WDFY3
ENSG00000185900	0.452998937	POMK
ENSG00000137166	0.453117074	FOXP4
ENSG00000003436	0.453495021	TFPI
ENSG00000205542	0.453523553	TMSB4X
ENSG00000066427	0.453575312	ATXN3
ENSG00000165868	0.453740381	HSPA12A
ENSG00000162298	0.453763556	SYVN1
ENSG00000119801	0.453829578	YPEL5
ENSG00000136828	0.453920912	RALGPS1
ENSG00000077157	0.454072798	PPP1R12B
ENSG00000013523	0.454340396	ANGEL1
ENSG00000181284	0.45435274	TMEM102
ENSG00000179818	0.454547826	PCBP1-AS1
ENSG00000261578	0.454662215	RP11-21L23.2
ENSG00000110048	0.454841148	OSBP
ENSG00000135686	0.45492445	KLHL36
ENSG00000151929	0.455035093	BAG3
ENSG00000159579	0.455171399	RSPRY1
ENSG00000168970	0.455297214	JMJD7-PLA2G4B
ENSG00000018189	0.455369729	RUFY3
ENSG00000164073	0.455437022	MFSD8
ENSG00000095574	0.455486046	IKZF5
ENSG00000163346	0.455529786	PBXIP1
ENSG00000085433	0.455862294	WDR47
ENSG00000175309	0.455995097	PHYKPL
ENSG00000169372	0.456013452	CRADD
ENSG00000225014	0.456104466	KCTD9P1
ENSG00000167034	0.456350824	NKX3-1
ENSG00000118557	0.456611684	PMFBP1
ENSG00000225093	0.456669709	RPL3P7
ENSG00000196369	0.456671597	SRGAP2B
ENSG00000256356	0.456829686	HSPA8P5
ENSG00000132793	0.456888701	LPIN3
ENSG00000132142	0.457170672	ACACA
ENSG00000139641	0.457242703	ESYT1
ENSG00000116985	0.457452339	BMP8B
ENSG00000148396	0.457458693	SEC16A
ENSG00000198900	0.45768608	TOP1
ENSG00000140332	0.457857561	TLE3
ENSG00000113163	0.45798622	COL4A3BP
ENSG00000102753	0.458064058	KPNA3
ENSG00000112697	0.458348976	TMEM30A
ENSG00000169213	0.458557562	RAB3B
ENSG00000177125	0.458573966	ZBTB34
ENSG00000155099	0.458637465	TMEM55A
ENSG00000249857	0.458865181	CTD-2227C6.3
ENSG00000011021	0.45888935	CLCN6
ENSG00000243678	0.45898758	NME1-NME2
ENSG00000096093	0.459112807	EFHC1
ENSG00000122481	0.459127553	RWDD3
ENSG00000116668	0.459169708	SWT1
ENSG00000105404	0.459193215	RABAC1
ENSG00000213236	0.459322099	YWHAZP2
ENSG00000176845	0.45965093	METRNL
ENSG00000119396	0.460076451	RAB14
ENSG00000078043	0.460089471	PIAS2
ENSG00000118965	0.460176569	WDR35
ENSG00000103005	0.461478337	USB1
ENSG00000157617	0.461916265	C2CD2
ENSG00000231767	0.462268174	MIR4426
ENSG00000119778	0.46231908	ATAD2B
ENSG00000125449	0.46247935	ARMC7
ENSG00000196975	0.462905428	ANXA4
ENSG00000174327	0.463178817	SLC16A13
ENSG00000268713	0.463349721	CTC-444N24.8
ENSG00000110031	0.463647043	LPXN
ENSG00000225697	0.463985058	SLC26A6
ENSG00000010310	0.464294234	GIPR
ENSG00000124587	0.464569826	PEX6
ENSG00000089159	0.464604503	PXN
ENSG00000161960	0.464802101	EIF4A1
ENSG00000144362	0.464857976	PHOSPHO2
ENSG00000040531	0.464858608	CTNS
ENSG00000115504	0.465147888	EHBP1
ENSG00000136444	0.465193594	RSAD1
ENSG00000245958	0.465209241	RP11-33B1.1
ENSG00000116698	0.465285602	SMG7
ENSG00000128891	0.465301431	C15orf57
ENSG00000112078	0.465336129	KCTD20
ENSG00000158623	0.465376438	COPG2
ENSG00000260917	0.465551248	RP11-57H14.4
ENSG00000178449	0.465582059	COX14
ENSG00000153790	0.465590884	C7orf31
ENSG00000230439	0.465614822	RP11-488P3.1
ENSG00000112290	0.46577694	WASF1
ENSG00000135407	0.465929759	AVIL
ENSG00000135205	0.466002053	CCDC146
ENSG00000269979	0.46602704	RP11-498E2.7
ENSG00000106479	0.466251366	ZNF862
ENSG00000143479	0.466309757	DYRK3
ENSG00000162927	0.466372507	PUS10
ENSG00000138496	0.466435823	PARP9
ENSG00000122035	0.466764305	RASL11A
ENSG00000155158	0.467167766	TTC39B
ENSG00000271335	0.467267507	RP11-324I22.4
ENSG00000180801	0.467610751	ARSJ
ENSG00000145979	0.467745229	TBC1D7
ENSG00000235609	0.4677454	AF127936.7
ENSG00000078018	0.467795946	MAP2
ENSG00000136379	0.467931097	ABHD17C
ENSG00000220785	0.467945561	MTMR9LP
ENSG00000081760	0.468284276	AACS
ENSG00000115129	0.468354851	TP53I3
ENSG00000187091	0.468398662	PLCD1
ENSG00000163995	0.468431312	ABLIM2
ENSG00000072210	0.468636634	ALDH3A2
ENSG00000196547	0.468654779	MAN2A2
ENSG00000099330	0.468666134	OCEL1
ENSG00000244560	0.468996859	RP4-800G7.2
ENSG00000111540	0.469143723	RAB5B
ENSG00000115310	0.469469306	RTN4
ENSG00000155984	0.469484124	TMEM185A
ENSG00000246982	0.469754046	RP1-179N16.6
ENSG00000197943	0.469928417	PLCG2
ENSG00000173599	0.470029354	PC
ENSG00000137802	0.470069551	MAPKBP1
ENSG00000185842	0.470181948	DNAH14
ENSG00000089597	0.470211053	GANAB
ENSG00000205464	0.470567366	ATP6AP1L
ENSG00000253368	0.470606258	TRNP1
ENSG00000273014	0.470618708	RP11-225B17.2
ENSG00000164040	0.470646669	PGRMC2
ENSG00000090061	0.470734801	CCNK
ENSG00000129675	0.470757273	ARHGEF6
ENSG00000156011	0.470976654	PSD3
ENSG00000204514	0.471049856	ZNF814
ENSG00000163050	0.471369254	ADCK3
ENSG00000269958	0.471657662	RP11-73M18.8
ENSG00000273451	0.471944658	RP4-569M23.4
ENSG00000124614	0.471979937	RPS10
ENSG00000240399	0.472254066	RP1-228P16.1
ENSG00000125895	0.472330049	TMEM74B
ENSG00000115760	0.472349794	BIRC6
ENSG00000184634	0.472610948	MED12
ENSG00000271895	0.472654769	RP4-635E18.8
ENSG00000171132	0.472798739	PRKCE
ENSG00000133874	0.472834663	RNF122
ENSG00000189007	0.473095128	ADAT2
ENSG00000069943	0.473132321	PIGB
ENSG00000135622	0.47322598	SEMA4F
ENSG00000205356	0.473315337	TECPR1
ENSG00000132801	0.473791201	ZSWIM3
ENSG00000005884	0.473835479	ITGA3
ENSG00000172795	0.473928379	DCP2
ENSG00000204584	0.473933893	RP11-304F15.3
ENSG00000130540	0.474056918	SULT4A1
ENSG00000257727	0.474262854	CNPY2
ENSG00000110318	0.474310676	KIAA1377
ENSG00000136878	0.474513109	USP20
ENSG00000234585	0.474880827	CCT6P3
ENSG00000120029	0.475007171	C10orf76
ENSG00000135424	0.47503466	ITGA7
ENSG00000059728	0.475047496	MXD1
ENSG00000125246	0.475143081	CLYBL
ENSG00000236901	0.475272686	MIR600HG
ENSG00000078237	0.475479168	C12orf5
ENSG00000243232	0.475608178	PCDHAC2
ENSG00000170145	0.475851181	SIK2
ENSG00000114784	0.476023378	EIF1B
ENSG00000095539	0.476940053	SEMA4G
ENSG00000109436	0.47699889	TBC1D9
ENSG00000048707	0.477250231	VPS13D
ENSG00000167535	0.477298004	CACNB3
ENSG00000068650	0.477521774	ATP11A
ENSG00000264895	0.47760686	RP11-421E14.2
ENSG00000133318	0.477672086	RTN3
ENSG00000213066	0.477696397	FGFR1OP
ENSG00000197077	0.477705691	KIAA1671
ENSG00000064393	0.477741535	HIPK2
ENSG00000266783	0.477753875	RP11-715F3.2
ENSG00000272578	0.477851122	AP000347.2
ENSG00000141720	0.477889156	PIP4K2B
ENSG00000033627	0.477917392	ATP6V0A1
ENSG00000220848	0.478451508	RPS18P9
ENSG00000136149	0.478497807	RPL13AP25
ENSG00000173805	0.478607359	HAP1
ENSG00000234616	0.47886147	JRK
ENSG00000164587	0.478881722	RPS14
ENSG00000248593	0.47914066	DSTNP2
ENSG00000120696	0.479517054	KBTBD7
ENSG00000105875	0.479668913	WDR91
ENSG00000250303	0.479685611	RP11-356J5.12
ENSG00000099875	0.479850183	MKNK2
ENSG00000165943	0.479964058	MOAP1
ENSG00000162599	0.48002871	NFIA
ENSG00000136883	0.480076368	KIF12
ENSG00000123124	0.480274995	WWP1
ENSG00000170581	0.48032737	STAT2
ENSG00000235423	0.480341684	RP11-282O18.3
ENSG00000181827	0.480347822	RFX7
ENSG00000135976	0.480478359	ANKRD36
ENSG00000229794	0.480617812	RP11-522L3.11
ENSG00000148606	0.480813849	POLR3A
ENSG00000115419	0.480927108	GLS
ENSG00000178184	0.480960296	PARD6G
ENSG00000140577	0.481650781	CRTC3
ENSG00000123453	0.48172471	SARDH
ENSG00000119771	0.481743387	KLHL29
ENSG00000189376	0.48241657	C8orf76
ENSG00000111012	0.482625663	CYP27B1
ENSG00000259330	0.482885672	LINC00984
ENSG00000081087	0.483083045	OSTM1
ENSG00000124762	0.483552109	CDKN1A
ENSG00000251026	0.483650974	RP11-138J23.1
ENSG00000066739	0.483660535	ATG2B
ENSG00000061987	0.48372142	MON2
ENSG00000135414	0.484303825	GDF11
ENSG00000136895	0.484556343	GARNL3
ENSG00000187605	0.484601476	TET3
ENSG00000270041	0.484659156	LL22NC03-N27C7.1
ENSG00000205485	0.484929106	AC004980.7
ENSG00000211456	0.484995541	SACM1L
ENSG00000132470	0.485375144	ITGB4
ENSG00000213261	0.485431282	AC093106.7
ENSG00000144791	0.485466726	LIMD1
ENSG00000196586	0.485658211	MYO6
ENSG00000102981	0.486255984	PARD6A
ENSG00000109089	0.486294412	CDR2L
ENSG00000272072	0.486321316	CTA-363E19.2
ENSG00000089177	0.486419145	KIF16B
ENSG00000144278	0.486883043	GALNT13
ENSG00000126003	0.48702496	PLAGL2
ENSG00000141622	0.487111403	RNF165
ENSG00000100299	0.487182666	ARSA
ENSG00000180834	0.487649072	MAP6D1
ENSG00000107263	0.487651804	RAPGEF1
ENSG00000112561	0.488265569	TFEB
ENSG00000092931	0.488392904	MFSD11
ENSG00000153395	0.488583107	LPCAT1
ENSG00000159200	0.489133947	RCAN1
ENSG00000157657	0.489144353	ZNF618
ENSG00000134759	0.489198924	ELP2
ENSG00000198315	0.489802014	ZKSCAN8
ENSG00000178104	0.489889386	PDE4DIP
ENSG00000204876	0.490543784	AC021218.2
ENSG00000143341	0.490553752	HMCN1
ENSG00000239125	0.4905661	snoU13
ENSG00000243244	0.49075087	STON1
ENSG00000242445	0.490879979	RPL7AP11
ENSG00000240303	0.491244851	ACAD11
ENSG00000157106	0.491294769	SMG1
ENSG00000271975	0.491383846	RP11-383J24.6
ENSG00000145730	0.491461701	PAM
ENSG00000170322	0.491481688	NFRKB
ENSG00000213380	0.491534006	COG8
ENSG00000221944	0.491684602	TIGD1
ENSG00000171425	0.491991769	ZNF581
ENSG00000271707	0.492099105	ATP1B3P1
ENSG00000136371	0.492821398	MTHFS
ENSG00000189195	0.492827681	BTBD8
ENSG00000164008	0.492926815	C1orf50
ENSG00000145248	0.492980854	SLC10A4
ENSG00000163702	0.493406979	IL17RC
ENSG00000135452	0.493516274	TSPAN31
ENSG00000160767	0.494061477	FAM189B
ENSG00000260495	0.494337409	RP11-55K13.1
ENSG00000111674	0.494617964	ENO2
ENSG00000264379	0.494679994	SNORD39
ENSG00000025708	0.494794939	TYMP
ENSG00000230124	0.495196725	RP5-1180C10.2
ENSG00000154217	0.495458514	PITPNC1
ENSG00000160796	0.495495709	NBEAL2
ENSG00000261799	0.495532257	RP11-283I3.6
ENSG00000197024	0.495577003	ZNF398
ENSG00000012174	0.495634516	MBTPS2
ENSG00000187984	0.495722393	ANKRD19P
ENSG00000026508	0.495849774	CD44
ENSG00000184881	0.496078065	OR51B2
ENSG00000272812	0.496163508	RP5-855D21.3
ENSG00000137449	0.496293593	CPEB2
ENSG00000108846	0.496508059	ABCC3
ENSG00000168904	0.496627377	LRRC28
ENSG00000261556	0.496794466	RP11-296I10.6
ENSG00000201302	0.497280025	SNORA65
ENSG00000124104	0.497447102	SNX21
ENSG00000189339	0.497472621	SLC35E2B
ENSG00000197774	0.497613655	EME2
ENSG00000253251	0.497692426	CTC-534A2.2
ENSG00000260565	0.497895104	ERVK13-1
ENSG00000262251	0.498012838	RP11-199F11.2
ENSG00000204685	0.498204557	STARD7-AS1
ENSG00000173436	0.498784197	MINOS1
ENSG00000228649	0.498807024	AC005682.5
ENSG00000139625	0.498826859	MAP3K12
ENSG00000230487	0.499514505	PSMG3-AS1
ENSG00000127507	0.499703792	EMR2
ENSG00000189171	0.499827874	S100A13
ENSG00000137522	0.500267971	RNF121
ENSG00000259803	0.500660693	SLC22A31
ENSG00000215105	0.500670344	TTC3P1
ENSG00000102796	0.500768616	DHRS12
ENSG00000146802	0.500826757	TMEM168
ENSG00000270441	0.501426421	RP11-694I15.7
ENSG00000008277	0.501661193	ADAM22
ENSG00000269951	0.501723759	RP11-797A18.6
ENSG00000141376	0.501814457	BCAS3
ENSG00000001461	0.501853587	NIPAL3
ENSG00000162341	0.502016941	TPCN2
ENSG00000111860	0.5020624	CEP85L
ENSG00000267750	0.502358961	AC003102.3
ENSG00000110422	0.50242386	HIPK3
ENSG00000113580	0.502575779	NR3C1
ENSG00000164385	0.502593962	C6orf195
ENSG00000070495	0.502660835	JMJD6
ENSG00000213609	0.502741251	RP11-170M17.2
ENSG00000136319	0.502743694	TTC5
ENSG00000171984	0.502842398	C20orf196
ENSG00000169184	0.503253563	MN1
ENSG00000171853	0.503265566	TRAPPC12
ENSG00000137941	0.503461861	TTLL7
ENSG00000111696	0.503481915	NT5DC3
ENSG00000134508	0.503489422	CABLES1
ENSG00000166167	0.503518983	BTRC
ENSG00000161013	0.503622058	MGAT4B
ENSG00000114670	0.503764101	NEK11
ENSG00000164038	0.504654609	SLC9B2
ENSG00000009413	0.504708085	REV3L
ENSG00000118816	0.504763443	CCNI
ENSG00000134897	0.504846624	BIVM
ENSG00000153157	0.50511508	SYCP2L
ENSG00000174373	0.505177417	RALGAPA1
ENSG00000235477	0.505227643	RP11-122G18.5
ENSG00000183741	0.505246086	CBX6
ENSG00000178917	0.505292705	ZNF852
ENSG00000167996	0.505555288	FTH1
ENSG00000168038	0.505685472	ULK4
ENSG00000246640	0.505719539	RP11-1094H24.4
ENSG00000196296	0.506248782	ATP2A1
ENSG00000200795	0.506367325	RNU4-1
ENSG00000104365	0.506497177	IKBKB
ENSG00000171723	0.507094619	GPHN
ENSG00000249859	0.507823371	PVT1
ENSG00000116273	0.507972087	PHF13
ENSG00000142166	0.50798959	IFNAR1
ENSG00000102878	0.508435421	HSF4
ENSG00000259562	0.508556938	RP11-762H8.2
ENSG00000129167	0.508591225	TPH1
ENSG00000069424	0.508629498	KCNAB2
ENSG00000139651	0.508639828	ZNF740
ENSG00000063587	0.508700788	ZNF275
ENSG00000148411	0.509179157	NACC2
ENSG00000180354	0.509222758	MTURN
ENSG00000234130	0.509661904	RP13-88F20.1
ENSG00000141646	0.50967511	SMAD4
ENSG00000215158	0.509757113	RP11-1023L17.1
ENSG00000137628	0.509994038	DDX60
ENSG00000214655	0.510050633	ZSWIM8
ENSG00000130734	0.510118406	ATG4D
ENSG00000176490	0.510136701	DIRAS1
ENSG00000164603	0.510694138	C7orf60
ENSG00000125347	0.511138364	IRF1
ENSG00000139531	0.51118414	SUOX
ENSG00000175105	0.51139256	ZNF654
ENSG00000105136	0.51139422	ZNF419
ENSG00000163960	0.511407577	UBXN7
ENSG00000186496	0.511460425	ZNF396
ENSG00000138688	0.511784859	KIAA1109
ENSG00000172840	0.511980969	PDP2
ENSG00000165434	0.512002419	PGM2L1
ENSG00000154124	0.512005672	FAM105B
ENSG00000179604	0.51229303	CDC42EP4
ENSG00000198324	0.512598405	FAM109A
ENSG00000136603	0.513002728	SKIL
ENSG00000176986	0.513069283	SEC24C
ENSG00000209042	0.513096085	SNORD12C
ENSG00000171813	0.513111484	PWWP2B
ENSG00000220205	0.513228088	VAMP2
ENSG00000101104	0.513426296	PABPC1L
ENSG00000110395	0.513634307	CBL
ENSG00000165572	0.513684135	KBTBD6
ENSG00000140750	0.513710491	ARHGAP17
ENSG00000244153	0.513894942	WWP1P1
ENSG00000196116	0.513980321	TDRD7
ENSG00000021300	0.514031227	PLEKHB1
ENSG00000096968	0.514213903	JAK2
ENSG00000198150	0.514266538	AC135178.1
ENSG00000112406	0.514599266	HECA
ENSG00000113441	0.514725458	LNPEP
ENSG00000167895	0.515072013	TMC8
ENSG00000215788	0.515402097	TNFRSF25
ENSG00000222365	0.515648291	SNORD12B
ENSG00000108797	0.515708237	CNTNAP1
ENSG00000132549	0.515885608	VPS13B
ENSG00000133069	0.516288954	TMCC2
ENSG00000213735	0.517091531	ANAPC10P1
ENSG00000152487	0.517245954	ARL5B-AS1
ENSG00000115840	0.517331011	SLC25A12
ENSG00000197782	0.517643293	ZNF780A
ENSG00000202314	0.517895487	SNORD6
ENSG00000114423	0.518032762	CBLB
ENSG00000185950	0.518191971	IRS2
ENSG00000118514	0.518494843	ALDH8A1
ENSG00000272016	0.518612809	RP11-215G15.5
ENSG00000004399	0.518697031	PLXND1
ENSG00000185482	0.518800249	STAC3
ENSG00000165861	0.518874186	ZFYVE1
ENSG00000258334	0.5191235	RP11-161H23.9
ENSG00000141542	0.519225959	RAB40B
ENSG00000142784	0.519323504	WDTC1
ENSG00000183864	0.519379643	TOB2
ENSG00000272010	0.519476137	CTD-3025N20.3
ENSG00000270069	0.519714335	RP6-99M1.2
ENSG00000136383	0.519776358	ALPK3
ENSG00000253854	0.52001019	RP11-10N23.2
ENSG00000167378	0.5203665	IRGQ
ENSG00000080298	0.520394863	RFX3
ENSG00000242689	0.520983434	CNTF
ENSG00000212296	0.521517253	SNORD72
ENSG00000107758	0.52155233	PPP3CB
ENSG00000122390	0.52173308	NAA60
ENSG00000121741	0.521796723	ZMYM2
ENSG00000121060	0.522132245	TRIM25
ENSG00000008382	0.522485561	MPND
ENSG00000176182	0.522825479	MYPOP
ENSG00000149761	0.523204619	NUDT22
ENSG00000169925	0.523242455	BRD3
ENSG00000135740	0.523498411	SLC9A5
ENSG00000135318	0.523522408	NT5E
ENSG00000108861	0.523657318	DUSP3
ENSG00000266753	0.523672099	RP11-690G19.3
ENSG00000270096	0.523819241	RP11-362K14.6
ENSG00000260482	0.524205406	CTD-2196E14.9
ENSG00000153291	0.524456902	SLC25A27
ENSG00000185658	0.524812155	BRWD1
ENSG00000132563	0.524846692	REEP2
ENSG00000111816	0.524981521	FRK
ENSG00000115239	0.525674016	GPR75-ASB3
